clean,corrupted,correct_token,incorrect_token,transitive_verb,intransitive_verb,template,template_text
As the soldier paused the clerk who broke the rule,As the soldier blamed the clerk who broke the rule,was,for,blamed,paused,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
While the detective mocked the teacher who left early,While the detective danced the teacher who left early,for,was,mocked,danced,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the detective danced the teacher who left early,While the detective mocked the teacher who left early,was,for,mocked,danced,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
As the tourist blamed the teacher who lost the ticket,As the tourist wandered the teacher who lost the ticket,for,was,blamed,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the tourist wandered the teacher who lost the ticket,As the tourist blamed the teacher who lost the ticket,was,for,blamed,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the tourist photographed the child who won the prize,As the tourist departed the child who won the prize,for,was,photographed,departed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the tourist departed the child who won the prize,As the tourist photographed the child who won the prize,was,for,photographed,departed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the teacher punished the man who shouted too loud,After the teacher relaxed the man who shouted too loud,for,was,punished,relaxed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher relaxed the man who shouted too loud,After the teacher punished the man who shouted too loud,was,for,punished,relaxed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the student fired the neighbor who called the office,As the student nodded the neighbor who called the office,for,was,fired,nodded,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the student nodded the neighbor who called the office,As the student fired the neighbor who called the office,was,for,fired,nodded,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the lawyer betrayed the driver who waited outside,As the lawyer arrived the driver who waited outside,for,was,betrayed,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the lawyer arrived the driver who waited outside,As the lawyer betrayed the driver who waited outside,was,for,betrayed,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the criminal betrayed the doctor who left early,As the criminal collapsed the doctor who left early,for,was,betrayed,collapsed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the criminal collapsed the doctor who left early,As the criminal betrayed the doctor who left early,was,for,betrayed,collapsed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the doctor greeted the clerk who paid the bill,As the doctor blinked the clerk who paid the bill,for,was,greeted,blinked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the doctor blinked the clerk who paid the bill,As the doctor greeted the clerk who paid the bill,was,for,greeted,blinked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the detective grabbed the child who left early,When the detective hesitated the child who left early,for,was,grabbed,hesitated,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the detective hesitated the child who left early,When the detective grabbed the child who left early,was,for,grabbed,hesitated,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the tourist frightened the neighbor who wrote a letter,As the tourist panicked the neighbor who wrote a letter,for,was,frightened,panicked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the tourist panicked the neighbor who wrote a letter,As the tourist frightened the neighbor who wrote a letter,was,for,frightened,panicked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the chef pushed the clerk who answered late,After the chef collapsed the clerk who answered late,for,was,pushed,collapsed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the chef collapsed the clerk who answered late,After the chef pushed the clerk who answered late,was,for,pushed,collapsed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the scientist frightened the student who left early,After the scientist laughed the student who left early,for,was,frightened,laughed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the scientist laughed the student who left early,After the scientist frightened the student who left early,was,for,frightened,laughed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the scientist insulted the driver who answered late,When the scientist panicked the driver who answered late,for,was,insulted,panicked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the scientist panicked the driver who answered late,When the scientist insulted the driver who answered late,was,for,insulted,panicked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student supported the woman who paid the bill,When the student stumbled the woman who paid the bill,for,was,supported,stumbled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student stumbled the woman who paid the bill,When the student supported the woman who paid the bill,was,for,supported,stumbled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the soldier chased the singer who called the office,As the soldier blinked the singer who called the office,for,was,chased,blinked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the soldier blinked the singer who called the office,As the soldier chased the singer who called the office,was,for,chased,blinked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the doctor called the doctor who broke the rule,When the doctor danced the doctor who broke the rule,for,was,called,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the doctor danced the doctor who broke the rule,When the doctor called the doctor who broke the rule,was,for,called,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the scientist pushed the neighbor who called the office,After the scientist wandered the neighbor who called the office,for,was,pushed,wandered,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the scientist wandered the neighbor who called the office,After the scientist pushed the neighbor who called the office,was,for,pushed,wandered,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the scientist mocked the teacher who answered late,As the scientist nodded the teacher who answered late,for,was,mocked,nodded,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist nodded the teacher who answered late,As the scientist mocked the teacher who answered late,was,for,mocked,nodded,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the teacher helped the child who called the office,When the teacher slept the child who called the office,for,was,helped,slept,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher slept the child who called the office,When the teacher helped the child who called the office,was,for,helped,slept,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the artist pushed the child who called the office,While the artist departed the child who called the office,for,was,pushed,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the artist departed the child who called the office,While the artist pushed the child who called the office,was,for,pushed,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
As the criminal escorted the singer who paid the bill,As the criminal vanished the singer who paid the bill,for,was,escorted,vanished,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the criminal vanished the singer who paid the bill,As the criminal escorted the singer who paid the bill,was,for,escorted,vanished,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective called the teacher who paid the bill,As the detective arrived the teacher who paid the bill,for,was,called,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective arrived the teacher who paid the bill,As the detective called the teacher who paid the bill,was,for,called,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
While the pilot killed the clerk who wrote a letter,While the pilot vanished the clerk who wrote a letter,for,was,killed,vanished,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the pilot vanished the clerk who wrote a letter,While the pilot killed the clerk who wrote a letter,was,for,killed,vanished,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
As the scientist killed the student who won the prize,As the scientist slept the student who won the prize,for,was,killed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist slept the student who won the prize,As the scientist killed the student who won the prize,was,for,killed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist helped the man who left early,As the scientist wandered the man who left early,for,was,helped,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist wandered the man who left early,As the scientist helped the man who left early,was,for,helped,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the teacher helped the tourist who told bad jokes,After the teacher slept the tourist who told bad jokes,for,was,helped,slept,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher slept the tourist who told bad jokes,After the teacher helped the tourist who told bad jokes,was,for,helped,slept,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the pilot betrayed the writer who called the office,After the pilot hesitated the writer who called the office,for,was,betrayed,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the pilot hesitated the writer who called the office,After the pilot betrayed the writer who called the office,was,for,betrayed,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the detective questioned the student who wrote a letter,As the detective departed the student who wrote a letter,for,was,questioned,departed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective departed the student who wrote a letter,As the detective questioned the student who wrote a letter,was,for,questioned,departed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the farmer helped the child who answered late,After the farmer smiled the child who answered late,for,was,helped,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the farmer smiled the child who answered late,After the farmer helped the child who answered late,was,for,helped,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the driver killed the doctor who lost the ticket,While the driver blinked the doctor who lost the ticket,for,was,killed,blinked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the driver blinked the doctor who lost the ticket,While the driver killed the doctor who lost the ticket,was,for,killed,blinked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
After the pilot warned the man who forgot the keys,After the pilot hesitated the man who forgot the keys,for,was,warned,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the pilot hesitated the man who forgot the keys,After the pilot warned the man who forgot the keys,was,for,warned,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the doctor rescued the tourist who made a mistake,While the doctor stumbled the tourist who made a mistake,for,was,rescued,stumbled,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the doctor stumbled the tourist who made a mistake,While the doctor rescued the tourist who made a mistake,was,for,rescued,stumbled,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the doctor escorted the student who called the office,While the doctor departed the student who called the office,for,was,escorted,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the doctor departed the student who called the office,While the doctor escorted the student who called the office,was,for,escorted,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
As the detective ignored the neighbor who told bad jokes,As the detective sighed the neighbor who told bad jokes,for,was,ignored,sighed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective sighed the neighbor who told bad jokes,As the detective ignored the neighbor who told bad jokes,was,for,ignored,sighed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the doctor helped the clerk who missed the train,After the doctor danced the clerk who missed the train,for,was,helped,danced,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the doctor danced the clerk who missed the train,After the doctor helped the clerk who missed the train,was,for,helped,danced,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the teacher arrested the gardener who missed the train,When the teacher relaxed the gardener who missed the train,for,was,arrested,relaxed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher relaxed the gardener who missed the train,When the teacher arrested the gardener who missed the train,was,for,arrested,relaxed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the tourist betrayed the doctor who shouted too loud,While the tourist hesitated the doctor who shouted too loud,for,was,betrayed,hesitated,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the tourist hesitated the doctor who shouted too loud,While the tourist betrayed the doctor who shouted too loud,was,for,betrayed,hesitated,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
After the pilot rescued the doctor who shouted too loud,After the pilot sighed the doctor who shouted too loud,for,was,rescued,sighed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the pilot sighed the doctor who shouted too loud,After the pilot rescued the doctor who shouted too loud,was,for,rescued,sighed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the pilot surprised the writer who answered late,While the pilot arrived the writer who answered late,for,was,surprised,arrived,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the pilot arrived the writer who answered late,While the pilot surprised the writer who answered late,was,for,surprised,arrived,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
As the scientist punished the gardener who paid the bill,As the scientist sighed the gardener who paid the bill,for,was,punished,sighed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist sighed the gardener who paid the bill,As the scientist punished the gardener who paid the bill,was,for,punished,sighed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the student frightened the woman who broke the rule,When the student blinked the woman who broke the rule,for,was,frightened,blinked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student blinked the woman who broke the rule,When the student frightened the woman who broke the rule,was,for,frightened,blinked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher insulted the doctor who missed the train,When the teacher blinked the doctor who missed the train,for,was,insulted,blinked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher blinked the doctor who missed the train,When the teacher insulted the doctor who missed the train,was,for,insulted,blinked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the soldier punished the doctor who lost the ticket,When the soldier smiled the doctor who lost the ticket,for,was,punished,smiled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the soldier smiled the doctor who lost the ticket,When the soldier punished the doctor who lost the ticket,was,for,punished,smiled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the pilot questioned the clerk who spoke too softly,When the pilot relaxed the clerk who spoke too softly,for,was,questioned,relaxed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the pilot relaxed the clerk who spoke too softly,When the pilot questioned the clerk who spoke too softly,was,for,questioned,relaxed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the sailor frightened the neighbor who paid the bill,When the sailor slept the neighbor who paid the bill,for,was,frightened,slept,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the sailor slept the neighbor who paid the bill,When the sailor frightened the neighbor who paid the bill,was,for,frightened,slept,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the soldier questioned the chef who made a mistake,While the soldier stumbled the chef who made a mistake,for,was,questioned,stumbled,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the soldier stumbled the chef who made a mistake,While the soldier questioned the chef who made a mistake,was,for,questioned,stumbled,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
After the farmer pulled the neighbor who missed the train,After the farmer waited the neighbor who missed the train,for,was,pulled,waited,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the farmer waited the neighbor who missed the train,After the farmer pulled the neighbor who missed the train,was,for,pulled,waited,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the scientist chased the neighbor who called the office,As the scientist wandered the neighbor who called the office,for,was,chased,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist wandered the neighbor who called the office,As the scientist chased the neighbor who called the office,was,for,chased,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the doctor questioned the man who left early,After the doctor blinked the man who left early,for,was,questioned,blinked,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the doctor blinked the man who left early,After the doctor questioned the man who left early,was,for,questioned,blinked,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the farmer supported the singer who wrote a letter,After the farmer smiled the singer who wrote a letter,for,was,supported,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the farmer smiled the singer who wrote a letter,After the farmer supported the singer who wrote a letter,was,for,supported,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the sailor mocked the singer who told bad jokes,As the sailor danced the singer who told bad jokes,for,was,mocked,danced,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the sailor danced the singer who told bad jokes,As the sailor mocked the singer who told bad jokes,was,for,mocked,danced,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the doctor frightened the chef who spoke too softly,As the doctor arrived the chef who spoke too softly,for,was,frightened,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the doctor arrived the chef who spoke too softly,As the doctor frightened the chef who spoke too softly,was,for,frightened,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the driver attacked the woman who lost the ticket,After the driver smiled the woman who lost the ticket,for,was,attacked,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the driver smiled the woman who lost the ticket,After the driver attacked the woman who lost the ticket,was,for,attacked,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the pilot betrayed the gardener who lost the ticket,As the pilot slept the gardener who lost the ticket,for,was,betrayed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the pilot slept the gardener who lost the ticket,As the pilot betrayed the gardener who lost the ticket,was,for,betrayed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the artist watched the man who waited outside,When the artist danced the man who waited outside,for,was,watched,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the artist danced the man who waited outside,When the artist watched the man who waited outside,was,for,watched,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the doctor betrayed the writer who called the office,After the doctor hesitated the writer who called the office,for,was,betrayed,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the doctor hesitated the writer who called the office,After the doctor betrayed the writer who called the office,was,for,betrayed,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the teacher watched the neighbor who made a mistake,While the teacher blinked the neighbor who made a mistake,for,was,watched,blinked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the teacher blinked the neighbor who made a mistake,While the teacher watched the neighbor who made a mistake,was,for,watched,blinked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the student helped the teacher who shouted too loud,When the student panicked the teacher who shouted too loud,for,was,helped,panicked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student panicked the teacher who shouted too loud,When the student helped the teacher who shouted too loud,was,for,helped,panicked,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the soldier warned the singer who forgot the keys,After the soldier smiled the singer who forgot the keys,for,was,warned,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the soldier smiled the singer who forgot the keys,After the soldier warned the singer who forgot the keys,was,for,warned,smiled,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the detective shot the child who answered late,After the detective collapsed the child who answered late,for,was,shot,collapsed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the detective collapsed the child who answered late,After the detective shot the child who answered late,was,for,shot,collapsed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the student photographed the student who paid the bill,After the student arrived the student who paid the bill,for,was,photographed,arrived,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the student arrived the student who paid the bill,After the student photographed the student who paid the bill,was,for,photographed,arrived,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the chef followed the driver who answered late,As the chef slept the driver who answered late,for,was,followed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the chef slept the driver who answered late,As the chef followed the driver who answered late,was,for,followed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the artist chased the clerk who answered late,After the artist relaxed the clerk who answered late,for,was,chased,relaxed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the artist relaxed the clerk who answered late,After the artist chased the clerk who answered late,was,for,chased,relaxed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the driver grabbed the tourist who made a mistake,While the driver departed the tourist who made a mistake,for,was,grabbed,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the driver departed the tourist who made a mistake,While the driver grabbed the tourist who made a mistake,was,for,grabbed,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the artist betrayed the chef who paid the bill,While the artist collapsed the chef who paid the bill,for,was,betrayed,collapsed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the artist collapsed the chef who paid the bill,While the artist betrayed the chef who paid the bill,was,for,betrayed,collapsed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the teacher warned the man who paid the bill,When the teacher danced the man who paid the bill,for,was,warned,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher danced the man who paid the bill,When the teacher warned the man who paid the bill,was,for,warned,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the chef questioned the singer who wrote a letter,When the chef shouted the singer who wrote a letter,for,was,questioned,shouted,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the chef shouted the singer who wrote a letter,When the chef questioned the singer who wrote a letter,was,for,questioned,shouted,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the scientist shot the man who spoke too softly,After the scientist sighed the man who spoke too softly,for,was,shot,sighed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the scientist sighed the man who spoke too softly,After the scientist shot the man who spoke too softly,was,for,shot,sighed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the chef photographed the child who answered late,When the chef slept the child who answered late,for,was,photographed,slept,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the chef slept the child who answered late,When the chef photographed the child who answered late,was,for,photographed,slept,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the sailor fired the doctor who missed the train,As the sailor smiled the doctor who missed the train,for,was,fired,smiled,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the sailor smiled the doctor who missed the train,As the sailor fired the doctor who missed the train,was,for,fired,smiled,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the detective attacked the writer who made a mistake,After the detective shouted the writer who made a mistake,for,was,attacked,shouted,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the detective shouted the writer who made a mistake,After the detective attacked the writer who made a mistake,was,for,attacked,shouted,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the detective killed the chef who called the office,As the detective slept the chef who called the office,for,was,killed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective slept the chef who called the office,As the detective killed the chef who called the office,was,for,killed,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the doctor called the woman who broke the rule,As the doctor waited the woman who broke the rule,for,was,called,waited,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the doctor waited the woman who broke the rule,As the doctor called the woman who broke the rule,was,for,called,waited,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective punished the teacher who forgot the keys,As the detective nodded the teacher who forgot the keys,for,was,punished,nodded,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the detective nodded the teacher who forgot the keys,As the detective punished the teacher who forgot the keys,was,for,punished,nodded,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the scientist greeted the student who shouted too loud,When the scientist nodded the student who shouted too loud,for,was,greeted,nodded,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the scientist nodded the student who shouted too loud,When the scientist greeted the student who shouted too loud,was,for,greeted,nodded,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the doctor followed the woman who lost the ticket,While the doctor danced the woman who lost the ticket,for,was,followed,danced,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the doctor danced the woman who lost the ticket,While the doctor followed the woman who lost the ticket,was,for,followed,danced,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the sailor pushed the clerk who wrote a letter,When the sailor paused the clerk who wrote a letter,for,was,pushed,paused,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the sailor paused the clerk who wrote a letter,When the sailor pushed the clerk who wrote a letter,was,for,pushed,paused,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the tourist visited the chef who called the office,While the tourist laughed the chef who called the office,for,was,visited,laughed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the tourist laughed the chef who called the office,While the tourist visited the chef who called the office,was,for,visited,laughed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the detective fired the clerk who waited outside,While the detective sighed the clerk who waited outside,for,was,fired,sighed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the detective sighed the clerk who waited outside,While the detective fired the clerk who waited outside,was,for,fired,sighed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the artist followed the woman who told bad jokes,When the artist smiled the woman who told bad jokes,for,was,followed,smiled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the artist smiled the woman who told bad jokes,When the artist followed the woman who told bad jokes,was,for,followed,smiled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the scientist fired the tourist who wrote a letter,As the scientist arrived the tourist who wrote a letter,for,was,fired,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the scientist arrived the tourist who wrote a letter,As the scientist fired the tourist who wrote a letter,was,for,fired,arrived,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the doctor grabbed the woman who made a mistake,When the doctor waited the woman who made a mistake,for,was,grabbed,waited,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the doctor waited the woman who made a mistake,When the doctor grabbed the woman who made a mistake,was,for,grabbed,waited,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the artist ignored the neighbor who missed the train,After the artist waited the neighbor who missed the train,for,was,ignored,waited,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the artist waited the neighbor who missed the train,After the artist ignored the neighbor who missed the train,was,for,ignored,waited,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the detective arrested the singer who paid the bill,While the detective panicked the singer who paid the bill,for,was,arrested,panicked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the detective panicked the singer who paid the bill,While the detective arrested the singer who paid the bill,was,for,arrested,panicked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the teacher surprised the gardener who forgot the keys,While the teacher collapsed the gardener who forgot the keys,for,was,surprised,collapsed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the teacher collapsed the gardener who forgot the keys,While the teacher surprised the gardener who forgot the keys,was,for,surprised,collapsed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
As the student warned the man who shouted too loud,As the student sighed the man who shouted too loud,for,was,warned,sighed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
